id,message,label,sentiment,reactions_all.summary.total_count,sad.summary.total_count,like.summary.total_count,love.summary.total_count,angry.summary.total_count,haha.summary.total_count,wow.summary.total_count,created_time,permalink_url,parent_post_id,ด่า,คำถาม,สาขา,inbox,ย้ายค่าย
1859481460746890_1863001467061556,ซื้อมือถือทรู OCTA Core 5.5 จากเซเว่น ราคา 2990 บาท พร้อมโปรเล่นเนตฟรี 1m ไม่ลดสปีด ใช้ไม่ถึงสิบวันเสีย ชาร์จไฟไม่เข้า พนง เซเว่นบอกให้ไปที่ศุนย์ทรู ก็ยอมไปที่ศูนย์ระยะทางไปกลับ 120 กม ยอมเสียเวลา เสียค่ารถ เพราะจำเป็นต้องใช้งานมือถือ ก็ไม่ได้รวยอะไรเป็นคนหาเช้ากินค่ำ มือถือก็มีเครื่องเดียวทรูเครื่องนี้นี่ละ กว่าจะสะสมตังซื้อทรูเครื่องนี้ได้ก็หลายวันอยู่ แต่ซื้อไม่ถึงสิบวันเสีย ทางศุนย์บอกว่าต้องส่งเคลมเพื่อตรวจสอบ ใช้เวลาประมาณ 20 วัน ทั้งที่ก็เห็น ๆ ชัด ๆ ว่ามันชาร์จไฟไม่เข้าจริง ๆ แล้วยังจะต้องไปส่งทำไมอีก ราคา 2990 อาจจะไม่ใช่เงินที่มากมายอะไรหรอกนะ แต่สำหรับคนหาเช้ากินค่ำอย่างกุมันหนักหนาสาหัส เพราะก็มีมือถืออยู่เครื่องเดียวนี่ละ ต้องใช้งานติดต่องานทั้งวัน ทางทรูเป็นบริษัทใหญ่โตมโหฬาร ประมูลสัญญาณกันเป็นหมื่น ๆ ล้าน แต่กับมือถือราคาก็ไม่ได้แพงมากอะไร ไม่ถึง 3000 กลับแก้ปัญหาให้ลูกค้าแบบทุเรศ ๆ ด้วยการให้รอเคลมไป 20 วัน ทั้งที่ก็เพิ่งซื้อมา แล้วก็เสียโปรโมชั่นเนตฟรีไปเกือบเดือนนึงฟรี ๆ ค่ารถไปกลับ และค่ารถเพื่อไปรับของเคลมกลับมาอีกละทุกอย่างมีค่าใช้จ่าย ก็เหลือเชื่อที่ทางทรูเลือกที่จะให้ลูกค้ารอการเคลม ไม่ยอมเปลี่ยนใหม่ให้ กับแค่มือถือราคาก็ไม่ได้แพงอะไรไม่ถึง 3000 บาททั้งที่พนักงานก็ตาไม่ได้บอดแล้วก็เห็นอยู่ว่ามันเสียจริง ๆ ไฟมันชาร์จไม่เข้า ยังต้องส่่งไปเคลมอีกทำไม ศูนย์ทรูแท้ ๆ  ไม่กล้าเปลี่ยนใหม่ให้ เหลือเชื่อว่าทรูจะกล้าแลกชื่อเสียง กับมือถือราคาไม่ถึง 3000 บาท แบบนี้ก็ไม่เป็นไรหรอกนะแต่อยากเตือน ทุกคนที่เข้าอ่านเอาไปพิจารณาดูกันเอาเองละกัน ได้นะถ้าคุณรวยมีมือถือสองเครื่องขึ้นไป การรอเคลมมันก็ไม่มีผลอะไร แต่กับคนที่ต้องหาเช้ากินค่ำ เด็ก นร หรือคนจน ๆ กว่าจะสะสมตังซื้อได้สักเครื่องแล้วมาเจอแบบนี้ จะรู้สึกอย่างไร ถ้าใครยังจะศรัทธาแบรนนี้ก็เอาเลยนะ ส่วนผมมือถือกลับมาเมื่อไหร่ผมจะขายต่อถูก ๆ แล้วหักซิมทิ้งซะเลย ไปหามือสองยี่ห้อดี ๆ ใช้ ถ้ามันเสียก็รู้ว่ามันเสียเพราะเป็นมือสอง แต่ซื้อมาใหม่ ๆ แล้วต้องมารอเคลมนี่มันเสียอารม เสียเวลา เสียความรู้สึก แล้วก็เสียค่าใช้จ่ายเพิ่มอีก แย่มาก,,,0,0,0,0,0,0,0,2017-10-03T23:39:43+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1863001467061556,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862940720400964,สัสกากสันยาน,,,0,0,0,0,0,0,0,2017-10-03T22:07:45+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862940720400964,204234332938286_1859481460746890,1,0,0,0,0
1859481460746890_1862756003752769,เช็ควันใช้งานที่เราใช้ตั้งแต่เปิดซิมมา กดหมายเลขอะไรคะ ใครรุช่วยบอกหน่อย แบบเติมเงินค่ะ,,,0,0,0,0,0,0,0,2017-10-03T17:45:43+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862756003752769,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862788640416172,เสียดายตังซืัอเน็ตแล้วเล่นไม่ได้หมุนยุนั้้นแหละ,,,0,0,0,0,0,0,0,2017-10-03T18:29:52+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862788640416172,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862714573756912,โทรศัพท์ซื้อมามีปันหาเครื่องรวน ช้า ค้างตั่งแต่วันแรก ทำไงค่ะติดต่อศูนย์จะได้เปลี่ยนใหม่มั๊ย ซื้อมาได้เดือนกว่าค่ะ,,,0,0,0,0,0,0,0,2017-10-03T16:52:46+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862714573756912,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862692037092499,เน็ตเชี้ยมาก กากสุดๆ,,,1,0,1,0,0,0,0,2017-10-03T16:27:18+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862692037092499,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862363187125384,เติมเงินผิด 100 บาท ต้องส่งสลิปพร้อมบัตรประชาชน มีวิธีไหนที่จะพอแก้ไขได้ดีกว่านี้มั้ยค่ะ เสียเวลามากคร่า คุยสายเกือบครึ่ง ชม.,,,0,0,0,0,0,0,0,2017-10-03T11:40:57+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862363187125384,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862187283809641,แน่จริงๆ มึงเปิดรูปเดะ แม่ง ไม่อยากจะประจานความกากของเน็ตแม่ง ปิง 10000+ ให้พ่องเล่นเถอะ ครวยย,,,1,0,1,0,0,0,0,2017-10-03T06:52:44+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862187283809641,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1862098280485208,ประจวบมีป่าวคะ,,,0,0,0,0,0,0,0,2017-10-03T04:38:51+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1862098280485208,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861624100532626,สันยายกากว่ะ สมัครเน็ตเดือนๆๆก้อแพง สันยานกากสัส,,,1,0,1,0,0,0,0,2017-10-02T17:37:07+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861624100532626,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861602580534778,เนตทรูทำไมช้าจังเล่นเกมปิงตลอดเลย,,,0,0,0,0,0,0,0,2017-10-02T17:11:09+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861602580534778,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861362803892089,รบกวนตอบที่อินบ้อกไปหน่อยนะคะ,,,0,0,0,0,0,0,0,2017-10-02T12:32:24+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861362803892089,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861340977227605,โทรศัพท์ใช้งานได้แต่ไม่ส่ามารถlog in เข้าwallet ได้ให้ติดต่อ1240 พอติดต่อบอกว่า ฝ่ายกฎหมายตรวจสอบพบความผิดปกติ Walletจึงถูกล็อค,,,0,0,0,0,0,0,0,2017-10-02T12:01:25+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861340977227605,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861220787239624,ต้องการติดต่อฝ่ายกฎหมายเรื่องการใช้Wallet คอลเซ็นเตอร์แจ้งแต่ว่าต้องรอให้ติดต่อกลับมาเราเอง แต่เค้าไม่ทราบเบอร์!  โทรเบอร์ที่ดูจากกูเกิ้ลก็ใช้ไม่ได้,,,0,0,0,0,0,0,0,2017-10-02T09:22:09+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861220787239624,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861223040572732,แค่เราจ่ายบัครเตรดิต2ใบก็ว่าบัญชีเราผิดปกติ ระงับบัญชีเราเฉยเลย,,,0,0,0,0,0,0,0,2017-10-02T09:26:11+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861223040572732,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861207290574307,ถ้าผมมีโปรเน็ต4mbยุแล้ว ไปสมัครโปร6mb ความเร็วเน็ตของผมจะเท่าไหร่ครับ,,,0,0,0,0,0,0,0,2017-10-02T08:56:57+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861207290574307,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861180293910340,ผมเดือดร้อนมากเลยครับยกเลิกเสียงรอสายไม่ได้กด8888ก็ไม่ได้ช่วยผมหน่อยครับเดือดร้อนจริงๆครับหักตังตลอดเลย,,,0,0,0,0,0,0,0,2017-10-02T08:10:40+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861180293910340,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861178163910553,โลตัสกระบี่มีมั้ยค่ะ,,,0,0,0,0,0,0,0,2017-10-02T08:06:25+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861178163910553,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861121523916217,ระยองมีมัยคนล่ะกี่ต้ส,,,0,0,0,0,0,0,0,2017-10-02T06:44:28+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861121523916217,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861091523919217,"ก็บอกมาเลยว่าจังหวัดไหนบ้างที่ได้รับตรงหน้ารูปที่โพส
คนอยู่จังหวัดอื่นจะได้ไม่ต้องถามให้เสียเวลา",,,0,0,0,0,0,0,0,2017-10-02T06:04:16+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861091523919217,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1861023293926040,ปทุมธานีรับที่ไหนคะ,,,0,0,0,0,0,0,0,2017-10-02T04:20:03+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1861023293926040,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860999267261776,สะพานควายรับได้ที่ไหนครับ,,,0,0,0,0,0,0,0,2017-10-02T03:46:02+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860999267261776,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860997007262002,ที่เพรชบรูณ์มีไม,,,0,0,0,0,0,0,0,2017-10-02T03:42:10+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860997007262002,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860971657264537,"อยู่สุรินทร์ค่ะ
อยากได้มากค่ะ",,,0,0,0,0,0,0,0,2017-10-02T03:05:37+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860971657264537,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860974153930954,อุดรธานีรับไดที่้ไหนครับ,,,0,0,0,0,0,0,0,2017-10-02T03:09:39+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860974153930954,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860906483937721,แพร่มีไหม,,,0,0,0,0,0,0,0,2017-10-02T01:55:01+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860906483937721,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860858437275859,นครศรีธรรรมราชรับได้ที่นั้ยค่ะ,,,0,0,0,0,0,0,0,2017-10-02T01:12:35+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860858437275859,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860902323938137,ต่างจังหวัดมีแจกไหมคะ,,,0,0,0,0,0,0,0,2017-10-02T01:51:39+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860902323938137,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860851947276508,สาขาไหนบางค่ะอิมพิเรียลสำโรงมีไหมคะ,,,0,0,0,0,0,0,0,2017-10-02T01:02:26+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860851947276508,204234332938286_1859481460746890,0,0,1,0,0
1859481460746890_1860828727278830,ปากช่องมีมั้ยคะ,,,0,0,0,0,0,0,0,2017-10-02T00:24:45+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860828727278830,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860826010612435,เพชรบูรณ์มีไหมค่ะ,,,0,0,0,0,0,0,0,2017-10-02T00:19:10+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860826010612435,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860812807280422,เชียงใหม่ละครับรับได้ที่ไหน,,,0,0,0,0,0,0,0,2017-10-01T23:58:22+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860812807280422,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860819630613073,พิษณุโลกมีไหมครับ,,,0,0,0,0,0,0,0,2017-10-02T00:07:21+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860819630613073,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860442353984134,น่าจะมีที่เซ็นทรัล ลาดพร้าว บ้างน่ะค่ะ,,,0,0,0,0,0,0,0,2017-10-01T16:05:26+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860442353984134,204234332938286_1859481460746890,0,0,0,0,0
1859481460746890_1860448100650226,รังสิตรับได้ที่ใหนคับ,,,0,0,0,0,0,0,0,2017-10-01T16:12:17+0000,https://www.facebook.com/TrueMoveH/posts/1859481460746890?comment_id=1860448100650226,204234332938286_1859481460746890,0,0,0,0,0
1859480737413629_1861101010584935,อยากได้ค่ะอิมพิเรียลสำโรงมีไหมคะ,,,0,0,0,0,0,0,0,2017-10-02T06:21:43+0000,https://www.facebook.com/TrueMoveH/posts/1859480737413629?comment_id=1861101010584935,204234332938286_1859480737413629,0,0,0,0,0
1859461474082222_1874846699210366,จะเปลี่ยนโปรอื่น,,,0,0,0,0,0,0,0,2017-10-11T13:55:50+0000,https://www.facebook.com/TrueMoveH/photos/a.405168882844829.106154.204234332938286/1859461474082222/?type=3&comment_id=1874846699210366,204234332938286_1859461544082215,0,0,0,0,0
1859461474082222_1874845422543827,จะยกเลิกยังงัยครับ,,,0,0,0,0,0,0,0,2017-10-11T13:54:30+0000,https://www.facebook.com/TrueMoveH/photos/a.405168882844829.106154.204234332938286/1859461474082222/?type=3&comment_id=1874845422543827,204234332938286_1859461544082215,0,0,0,0,0
1859461474082222_1874844449210591,ช่วยยกเลิกwifiฟรีโปรเติมเงินครบ120บาทหน่อยครับ,,,0,0,0,0,0,0,0,2017-10-11T13:53:17+0000,https://www.facebook.com/TrueMoveH/photos/a.405168882844829.106154.204234332938286/1859461474082222/?type=3&comment_id=1874844449210591,204234332938286_1859461544082215,0,0,0,0,0
1859383787423324_1880924621935907,ช้วยผมที่ครับผมดูวีดิโออะไรต่างๆบนเฟสหรือในเฟสได้ไม่สดวกเหมือนเมื่อก่อนเลย,,,0,0,0,0,0,0,0,2017-10-17T05:59:36+0000,https://www.facebook.com/TrueMoveH/videos/1859383787423324/?comment_id=1880924621935907,204234332938286_1859383787423324,0,0,0,0,0
1859383787423324_1861046397257063,"มีปัญหาการติดต่อ truemoney ครับ
1.โทรไปทรูมันนี่ 1240 ก็โดนคิดเงินเพิ่มจากทรูมูฟ ทั้งที่เป็นแพคเกจโทรฟรี 500 นาที
2. ทาง call center 1240 ให้ส่ง mms ไปที่ 4712066 บอกว่าส่งฟรี ก็โดนคิดเงินเพิ่มจากทรูมูฟ ครั้งละ 3 บาท

แย่ครับ ทรูเหมือนกันแต่โดนเก็บเงินซ้ำซ้อน",,,0,0,0,0,0,0,0,2017-10-02T04:56:24+0000,https://www.facebook.com/TrueMoveH/videos/1859383787423324/?comment_id=1861046397257063,204234332938286_1859383787423324,0,0,0,0,0
1859383787423324_1859903637371339,ผมย้ายค่ายจากทูรไปดีเเทค1331โทรมาว่าจะย้ายค่ายไหนผมบอกว่าย้ายไปค่ายดีเเทคเเละเขาบอกว่าจะตัดซิมให้5วันเเล้วยังไม่ตัดซิมให้ที,,,0,0,0,0,0,0,0,2017-10-01T03:52:16+0000,https://www.facebook.com/TrueMoveH/videos/1859383787423324/?comment_id=1859903637371339,204234332938286_1859383787423324,0,0,0,0,0
1856108987750804_1886171244744578,ต้องเปลี่ยนมาใช้รายเดือนใช่ป่าวคับถึงจะได้ส่วนลดค่าเครื่อง,,,0,0,0,0,0,0,0,2017-10-21T16:35:32+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1886171244744578,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1886111658083870,"I got question this mobile, do this mobile do not working on another country by True Platform(Operation System) installed?",,,0,0,0,0,0,0,0,2017-10-21T15:17:56+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1886111658083870,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1886101231418246,ตอนนี้โปรเครื่อง2990ยังมีอยู่ไหมค่ะ,,,0,0,0,0,0,0,0,2017-10-21T15:04:49+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1886101231418246,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1882827551745614,มากุมภวาปีไหมค้า,,,0,0,0,0,0,0,0,2017-10-18T14:27:12+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1882827551745614,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1878779712150398,อยสกสอบถามว่ามีเล่นเฟสฟรีดูคลิปได้มีป่ะครับ,,,0,0,0,0,0,0,0,2017-10-15T03:58:12+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1878779712150398,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1877693765592326,ขอรายละเยดค่ะ,,,0,0,0,0,0,0,0,2017-10-14T03:52:03+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1877693765592326,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1875565219138514,Octaกี่บาทคับสนใจวันนี้,,,0,0,0,0,0,0,0,2017-10-12T04:28:23+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1875565219138514,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1875487015813001,ผมใช้เครื่องทรูขายจากร้านทรอสับแถวบ้านมันเป็นระบบเก่า2G3Gผมก็ไม่รุ้ว่าเก่าตอนนี้ใช้ได้แต่ช้ามากถ้าจะขอแลกเปลี่ยน3G4Gฟรีจะได้ไหมและจะไปแลกที่ไหนคับเสียโง่ยังไม่พอเดื่อนครึ่งเรย,,,1,0,1,0,0,0,0,2017-10-12T02:19:04+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1875487015813001,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1874630035898699,ใจดีจัง ติดสัญญาอีก1ปี โปร399,,,0,0,0,0,0,0,0,2017-10-11T09:18:16+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1874630035898699,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1873485399346496,สนใจทรูocta เปิดเบอร์ใหม่เป็นรเดือน ต้องเสียอะไรบ้างค่ะ,,,0,0,0,0,0,0,0,2017-10-10T08:54:55+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1873485399346496,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1873375062690863,ผมเพิ่งเสมัครจากเติมเงินเป็นรายเดือนไปเมื่อวันที่ 9ตค.60 ขอรับเครื่องฟรีได้มั้ยครั้บ,,,0,0,0,0,0,0,0,2017-10-10T05:57:42+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1873375062690863,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1871266302901739,แล้วรายเดือนอ้ะค้ะเครื่องล้ะเท่าไรค้ะ?,,,0,0,0,0,0,0,0,2017-10-08T14:40:40+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1871266302901739,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1870919146269788,โน๊ต5555,,,0,0,0,0,0,0,0,2017-10-08T09:30:00+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1870919146269788,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1870535259641510,"สอบถามครับ lenovo k6 noteยังโปรโมชั่น1990 + ล่วงหน้า1500บาทอยู่หรือป่าวครับ

แล้วสาขาไหนมีเครื่องบ้างครับ..",,,0,0,0,0,0,0,0,2017-10-08T03:05:15+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1870535259641510,204234332938286_1856108987750804,0,1,0,0,0
